Date,Date de valeur,Description,Débit,Crédit,Solde
01/03/2024,01/03/2024,DB vente carte etrangere  275990 FT240612LBV2\BNK  SPOTIFY AB,13888.6,,242738.51
04/03/2024,04/03/2024,Retrait sur GAB confrere  232640 FT24064QL6B7\BNK  BNI BNI AMPASAMPITO,140000.0,,102738.51
04/03/2024,04/03/2024,DB vente carte confrere  452780 FT24064M5YYP\BNK  STATION JOVENA TATSINAN,20000.0,,82738.51
08/03/2024,08/03/2024,DB vente carte confrere  489140 FT24068RZRZV\BNK  STATION JOVENA TATSINAN,20000.0,,62738.51
13/03/2024,13/03/2024,Virement recus Banque Confrere  RIAKE FT24073Z9HWT\BNK   Paiement RIAKE,,360000.0,422738.51
13/03/2024,13/03/2024,Frais de virement FT24073MHTJ6\BNK,2000.0,,420738.51
13/03/2024,13/03/2024,TVA FT24073MHTJ6\BNK,400.0,,420338.51
13/03/2024,13/03/2024,Prelevement -DR  F2403441121 FT24073MHTJ6\BNK,,249000.0,171338.51
18/03/2024,18/03/2024,Retrait sur GAB confrere  440600 FT24078VPVM2\BNK  SGMADA Mahazo 2,100000.0,,71338.51
18/03/2024,18/03/2024,DB vente carte confrere  498970 FT24078QGK54\BNK  STATION JOVENA TATSINAN,20000.0,,51338.51
20/03/2024,20/03/2024,DB vente carte etrangere  696010 FT24080SCNP6\BNK  FACEBK JFADY2LYR2,9223.73,,42114.78
21/03/2024,21/03/2024,DB vente carte etrangere  281750 FT240817BN4R\BNK  FACEBK FNSBXZ7ZR2,9176.07,,32938.71
21/03/2024,21/03/2024,DB vente carte etrangere  510090 FT24081088XV\BNK  FACEBK QACN234ZR2,9176.07,,23762.64
21/03/2024,21/03/2024,Virement recus Banque Confrere  RIAKE FT240816KQW9\BNK   Paiement RIAKE Suite Meristheme,,200000.0,223762.64
21/03/2024,21/03/2024,DB vente carte etrangere  698360 FT24081JVSLG\BNK  FACEBK GUZW234ZR2,9176.07,,214586.57
22/03/2024,22/03/2024,DB vente carte etrangere  204460 FT24082ZJ266\BNK  FACEBK 2AW6H3YYR2,9115.69,,205470.88
22/03/2024,22/03/2024,DB vente carte etrangere  285840 FT24082S4ZN1\BNK  CONTABO.COM,63764.25,,141706.63
22/03/2024,22/03/2024,DB vente carte etrangere  440730 FT24082HDHNJ\BNK  FACEBK LF26N2UYR2,9115.69,,132590.94
22/03/2024,22/03/2024,DB vente carte etrangere  645010 FT2408281W21\BNK  FACEBK FG4J23LYR2,9115.69,,123475.25
25/03/2024,25/03/2024,DB vente carte etrangere  792500 FT24085V1ZL3\BNK  FACEBK NT37ZZ7ZR2,9115.69,,114359.56
25/03/2024,25/03/2024,Retrait sur GAB confrere  662090 FT24085NV6NF\BNK  MAHAZO,30000.0,,84359.56
26/03/2024,26/03/2024,DB vente carte etrangere  522620 FT240868ZMBQ\BNK  NAME-CHEAP.COM NB7PZQ,23235.32,,61124.24
28/03/2024,01/04/2024,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20240331,2000.0,,59124.24
28/03/2024,01/04/2024,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20240331,10000.0,,49124.24
