Date,Date de valeur,Description,Débit,Crédit,Solde
06/05/2024,06/05/2024,Transfer Wallet to Bank Mvola Wallet to FT24127M95YR\BNK,5000.0,,21651.26
06/05/2024,06/05/2024,Virement recus Banque Confrere  RIAKE FT24127YQDB2\BNK   Acompte Mrway,,900000.0,921651.26
07/05/2024,07/05/2024,Virement recus Banque Confrere  INNOVEO FT2412896VYK\BNK   OV INNOVEO 12 2024,,876000.0,1797651.26
07/05/2024,07/05/2024,Retrait sur GAB confrere  610130 FT24128MMFX4\BNK  SGMADA Agence MAHAZO,400000.0,,1397651.26
07/05/2024,07/05/2024,Re**DEMO** FT24128J3K3Y\BNK  SGMADA Agence MAHAZO,,800000.0,597651.26
10/05/2024,08/05/2024,Frais de virement FT24131X5GXW\BNK,5000.0,,592651.26
10/05/2024,08/05/2024,TVA FT24131X5GXW\BNK,1000.0,,591651.26
13/05/2024,13/05/2024,Transfer Bank to Wallet  MVOLA WALLET FT241342Q086\BNK   Mvola Bank to Wallet,20000.0,,322651.26
14/05/2024,14/05/2024,Transfer Bank to Wallet  MVOLA WALLET FT24135M1JJZ\BNK   Mvola Bank to Wallet,21000.0,,301651.26
21/05/2024,21/05/2024,DB vente carte etrangere  271950 FT24142NGQ35\BNK  CONTABO.COM,63571.55,,228079.71
21/05/2024,21/05/2024,Transfer Bank to Wallet  MVOLA WALLET FT24142T2ZKJ\BNK   Mvola Bank to Wallet,5000.0,,223079.71
21/05/2024,21/05/2024,Retrait sur GAB confrere  449710 FT24142KBVHD\BNK  SGMADA Dab Behoririka,220000.0,,3079.71
31/05/2024,01/06/2024,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20240531,2000.0,,1079.71
