Date,Date de valeur,Description,Débit,Crédit,Solde
05/11/2024,05/11/2024,Transfer Wallet to Bank Mvola Wallet to FT2431000BBC\BNK,50000.0,,49013.33
05/11/2024,05/11/2024,DB vente carte etrangere  713730 FT24310N41B5\BNK  WWW/CONTABO/ COM,23421.35,,25591.98
06/11/2024,06/11/2024,Virement recus Banque Confrere  HERE2BE FT24311MWQG2\BNK   Adsecura - Bondy,,500000.0,525591.98
11/11/2024,08/11/2024,Frais de virement FT24316QS4SD\BNK,5000.0,,520591.98
11/11/2024,08/11/2024,TVA FT24316QS4SD\BNK,1000.0,,519591.98
11/11/2024,08/11/2024,Prelevement automatic -DR DD INTERMEDIATARY FT24316QS4SD\BNK   TELMA S.A F2411221598,,299000.0,220591.98
11/11/2024,11/11/2024,Retrait sur GAB confrere  753370 FT24316PNL0Q\BNK  SGMADA Agence MAHAZO,20000.0,,200591.98
11/11/2024,11/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT2431600390\BNK   Mvola Bank to Wallet,50000.0,,150591.98
11/11/2024,11/11/2024,DB vente carte confrere  454660 FT24316X9XMF\BNK  SOCIETE LIANTSOA,14500.0,,136091.98
11/11/2024,11/11/2024,Retrait sur GAB confrere  455720 FT24316P7QW4\BNK  SGMADA Agence MAHAZO,30000.0,,106091.98
11/11/2024,11/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT2431682T9G\BNK   Mvola Bank to Wallet,11000.0,,95091.98
15/11/2024,15/11/2024,Retrait sur GAB confrere  441010 FT243203SCTT\BNK  SGMADA Agence MAHAZO-An,50000.0,,45091.98
18/11/2024,18/11/2024,Transfer Wallet to Bank Mvola Wallet to FT243239TQS9\BNK,400000.0,,445091.98
18/11/2024,18/11/2024,DB vente carte etrangere  854570 FT24323CDGHK\BNK  WWW CONTABO- COM,21501.93,,423590.05
21/11/2024,21/11/2024,DB vente carte etrangere  280630 FT24326JMC8M\BNK  WWW CONTABO/ COM,67057.73,,356532.32
22/11/2024,22/11/2024,DB vente carte etrangere  427200 FT2432787CDV\BNK  FACEBK FBSU6F8CR2,23986.4,,332545.92
25/11/2024,25/11/2024,DB vente carte etrangere  606450 FT243309JVRR\BNK  FACEBK 3HBTTF4CR2,24028.59,,308517.33
25/11/2024,25/11/2024,Transfer Wallet to Bank Mvola Wallet to FT243303HQT5\BNK,50000.0,,358517.33
25/11/2024,25/11/2024,DB vente carte etrangere  536650 FT24330W2QNV\BNK  FACEBK BEXP5GLBR2,14128.81,,344388.52
28/11/2024,28/11/2024,DB vente carte etrangere  606570 FT24333M1ZJW\BNK  FACEBK C6UBVFGBR2,13282.93,,331105.59
28/11/2024,28/11/2024,DB vente carte etrangere  REV FT243336HZSL\BNK   607070 FACEBK 3HBTTF4CR2,24028.59,,355134.18
29/11/2024,29/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT24334FD2VZ\BNK   Mvola Bank to Wallet,5000.0,,350134.18
29/11/2024,29/11/2024,Extourne-Transfer Bank to Wallet M. FANOMEZANIRINA FENOHERY FT24334FD2VZ\BNK   Mvola Bank to Wallet,5000.0,,355134.18
29/11/2024,29/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT24334SY1KC\BNK   Mvola Bank to Wallet,5000.0,,350134.18
29/11/2024,29/11/2024,Extourne-Transfer Bank to Wallet M. FANOMEZANIRINA FENOHERY FT24334SY1KC\BNK   Mvola Bank to Wallet,5000.0,,355134.18
29/11/2024,29/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT2433464V90\BNK   Mvola Bank to Wallet,5000.0,,350134.18
29/11/2024,29/11/2024,Extourne-Transfer Bank to Wallet M. FANOMEZANIRINA FENOHERY FT2433464V90\BNK   Mvola Bank to Wallet,5000.0,,355134.18
29/11/2024,29/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT24334KZ85S\BNK   Mvola Bank to Wallet,5000.0,,350134.18
29/11/2024,29/11/2024,Extourne-Transfer Bank to Wallet M. FANOMEZANIRINA FENOHERY FT24334KZ85S\BNK   Mvola Bank to Wallet,5000.0,,355134.18
29/11/2024,29/11/2024,Frais de virement FT243348G0M8\BNK,775.0,,354359.18
29/11/2024,29/11/2024,TVA FT243348G0M8\BNK,155.0,,354204.18
29/11/2024,29/11/2024,Transfer Bank to Wallet  MVOLA WALLET FT243348G0M8\BNK   Mvola Bank to Wallet,155000.0,,199204.18
29/11/2024,01/12/2024,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20241130,2000.0,,197204.18
29/11/2024,01/12/2024,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20241130,10000.0,,187204.18
