Date,Date de valeur,Description,Débit,Crédit,Solde
01/12/2025,01/12/2025,Virement recus Banque Confrere  RIAKE FT25335ZZ0V0\BNK   Jalon1 Et 2 Fenohery Meristheme,,990000.0,1025620.49
01/12/2025,01/12/2025,DB vente carte etrangere  769280 FT253358P8PR\BNK  Google CLOUD HDG4RP,92.16,,1025528.33
03/12/2025,03/12/2025,Virement recus Banque Confrere  RIAKE FT253377WMP0\BNK   Acompte EGS,,1000000.0,2025528.33
05/12/2025,04/12/2025,Frais de virement FT253393911N\BNK,5000.0,,2020528.33
05/12/2025,04/12/2025,TVA FT253393911N\BNK,1000.0,,2019528.33
05/12/2025,04/12/2025,Prelevement automatic -DR DD INTERMEDIATARY FT253393911N\BNK   TELMA S.A F2512098451,,249000.0,1770528.33
05/12/2025,05/12/2025,DB vente carte etrangere  811060 FT25339JB24V\BNK  POLAR LEXINGTON-THEME,457910.73,,1312617.6
08/12/2025,08/12/2025,Frais de virement FT2534247PM4\BNK,1500.0,,1311117.6
08/12/2025,08/12/2025,TVA FT2534247PM4\BNK,300.0,,1310817.6
08/12/2025,08/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT2534247PM4\BNK   Mvola Bank to Wallet,300000.0,,1010817.6
08/12/2025,08/12/2025,DB vente carte etrangere  832490 FT25342NRCV2\BNK  POSTHOG PREAUTH,2302.36,,1008515.24
08/12/2025,08/12/2025,DB vente carte etrangere  REV FT25342Y5VQZ\BNK   833300 POSTHOG PREAUTH,2302.36,,1010817.6
11/12/2025,11/12/2025,DB vente carte etrangere  563200 FT25345DLLFS\BNK  NAME-CHEAP.COM M8AEYV,14678.75,,996138.85
15/12/2025,15/12/2025,Virement recus Banque Confrere  RIAKE FT25349ZYJ4Y\BNK   Maintenance Meristheme x2,,1500000.0,2496138.85
17/12/2025,17/12/2025,Virement recus Banque Confrere  INNOVEO FT25351Q3XSV\BNK   OV INNOVEO 100 2025,,750000.0,3246138.85
19/12/2025,19/12/2025,DB vente carte etrangere  695620 FT253535N4N6\BNK  PADDLE.NET SETAPP,46627.87,,3199510.98
22/12/2025,22/12/2025,DB vente carte etrangere  287280 FT25356DC7LV\BNK  WWW CONTABO COM,92757.81,,3106753.17
22/12/2025,22/12/2025,Frais de virement FT253568CC5R\BNK,1250.0,,3105503.17
22/12/2025,22/12/2025,TVA FT253568CC5R\BNK,250.0,,3105253.17
22/12/2025,22/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT253568CC5R\BNK   Mvola Bank to Wallet,250000.0,,2855253.17
23/12/2025,23/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT25357JNK81\BNK   Mvola Bank to Wallet,50000.0,,2805253.17
26/12/2025,26/12/2025,DB vente carte etrangere  057590 FT253606LCSR\BNK  SPOTIFY AB,15440.95,,2789812.22
29/12/2025,29/12/2025,Frais de virement FT25363TBH89\BNK,2500.0,,2787312.22
29/12/2025,29/12/2025,TVA FT25363TBH89\BNK,500.0,,2786812.22
29/12/2025,29/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT25363TBH89\BNK   Mvola Bank to Wallet,500000.0,,2286812.22
29/12/2025,29/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT25363R533W\BNK   Mvola Bank to Wallet,50000.0,,2236812.22
29/12/2025,29/12/2025,Frais de virement FT2536365VR6\BNK,1000.0,,2235812.22
29/12/2025,29/12/2025,TVA FT2536365VR6\BNK,200.0,,2235612.22
29/12/2025,29/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT2536365VR6\BNK   Mvola Bank to Wallet,200000.0,,2035612.22
30/12/2025,30/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT25364YXSST\BNK   Mvola Bank to Wallet,100000.0,,1935612.22
31/12/2025,31/12/2025,Frais de virement FT25365PSPDZ\BNK,1000.0,,1934612.22
31/12/2025,31/12/2025,TVA FT25365PSPDZ\BNK,200.0,,1934412.22
31/12/2025,31/12/2025,Transfer Bank to Wallet  MVOLA WALLET FT25365PSPDZ\BNK   Mvola Bank to Wallet,200000.0,,1734412.22
31/12/2025,01/01/2026,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251231,2000.0,,1732412.22
31/12/2025,01/01/2026,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251231,10000.0,,1722412.22
