Date,Date de valeur,Description,Débit,Crédit,Solde
03/11/2025,03/11/2025,Retrait sur GAB confrere  313580 FT25307ZJJHX\BNK  SGMADA Agence MAHAZO,100000.0,,36294.0
03/11/2025,03/11/2025,Transfer Wallet to Bank Mvola Wallet to FT253072BRD0\BNK,800000.0,,836294.0
03/11/2025,03/11/2025,Retrait sur GAB confrere  363390 FT253078Q4P5\BNK  BNI BNI AMPASAMPITO,800000.0,,36294.0
03/11/2025,03/11/2025,Transfer Wallet to Bank Mvola Wallet to FT25307RD3HJ\BNK,1000000.0,,1036294.0
03/11/2025,03/11/2025,Retrait sur GAB confrere  595480 FT25307NS1J0\BNK  BNI CMT AMBOHIMANGAKELY,800000.0,,236294.0
03/11/2025,03/11/2025,Retrait sur GAB confrere  596120 FT25307HP9TR\BNK  BNI CMT AMBOHIMANGAKELY,200000.0,,36294.0
06/11/2025,06/11/2025,Transfer Wallet to Bank Mvola Wallet to FT253108VQG0\BNK,180000.0,,216294.0
07/11/2025,07/11/2025,Virement recus Banque Confrere  RIAKE FT25311VPWYD\BNK   Acompte Nostra,,500000.0,716294.0
10/11/2025,04/11/2025,Frais de virement FT253090N2NF\BNK,5000.0,,711294.0
10/11/2025,04/11/2025,TVA FT253090N2NF\BNK,1000.0,,710294.0
10/11/2025,04/11/2025,Prelevement automatic -DR DD INTERMEDIATARY FT253090N2NF\BNK   TELMA S.A F2511925902,,249000.0,461294.0
10/11/2025,10/11/2025,Virement recus Banque Confrere  RIAKE FT25314YBYX7\BNK   Reste Pmt Maintenance Fenohery Meri,,200000.0,661294.0
11/11/2025,10/11/2025,JUICE Virement autre banque locale FANOMEZANIRINA FENOHERY FT25315PF2M4\BNK   Support compte pro,,60000.0,601294.0
13/11/2025,13/11/2025,DB vente carte etrangere  589070 FT25317RW2KJ\BNK  PAYPAL  TRAE,14128.0,,587166.0
17/11/2025,17/11/2025,Frais de virement FT25321SDLD5\BNK,1000.0,,586166.0
17/11/2025,17/11/2025,TVA FT25321SDLD5\BNK,200.0,,585966.0
17/11/2025,17/11/2025,Transfer Bank to Wallet  MVOLA WALLET FT25321SDLD5\BNK   Mvola Bank to Wallet,200000.0,,385966.0
18/11/2025,18/11/2025,Frais de virement FT253227W4T2\BNK,1000.0,,384966.0
18/11/2025,18/11/2025,TVA FT253227W4T2\BNK,200.0,,384766.0
18/11/2025,18/11/2025,Transfer Bank to Wallet  MVOLA WALLET FT253227W4T2\BNK   Mvola Bank to Wallet,200000.0,,184766.0
19/11/2025,19/11/2025,DB vente carte etrangere  695710 FT25323WB6LF\BNK  PADDLE.NET SETAPP,45949.49,,138816.51
21/11/2025,21/11/2025,DB vente carte etrangere  292750 FT25325SX6BV\BNK  WWW CONTABO COM,91196.02,,47620.49
28/11/2025,01/12/2025,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251130,2000.0,,45620.49
28/11/2025,01/12/2025,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20251130,10000.0,,35620.49
