Date,Date de valeur,Description,Débit,Crédit,Solde
04/10/2024,04/10/2024,DB vente carte etrangere  073310 FT24278GJR2P\BNK  STACKBLITZ,42171.63,,244723.17
07/10/2024,07/10/2024,Transfer Bank to Wallet  MVOLA WALLET FT242816BLH5\BNK   Mvola Bank to Wallet,100000.0,,144723.17
14/10/2024,14/10/2024,Transfer Wallet to Bank Mvola Wallet to FT242889HXF0\BNK,130000.0,,274723.17
17/10/2024,17/10/2024,TVA CHG2429143915\BNK,1000.0,,273723.17
17/10/2024,17/10/2024,Commission CHG2429143915\BNK,,5000.0,268723.17
18/10/2024,18/10/2024,Transfer Wallet to Bank Mvola Wallet to FT24292X49BX\BNK,200000.0,,468723.17
18/10/2024,18/10/2024,Retrait sur GAB confrere  504770 FT24292X6GY3\BNK  BNI CMT AMBOHIMANGAKELY,150000.0,,318723.17
18/10/2024,18/10/2024,Virement recus Banque Confrere  MEDDOC HEALTHCARE FT24292XHDTC\BNK   DEVELOPPEMENT PLATEFORME 1ERE TRANC,,10000000.0,10318723.17
21/10/2024,21/10/2024,DB vente carte etrangere  248400 FT24295QM7M2\BNK  WWW CONTABO- COM,66089.84,,10252633.33
21/10/2024,21/10/2024,Frais de virement FT24295B8Z6L\BNK,1350.0,,10251283.33
21/10/2024,21/10/2024,TVA FT24295B8Z6L\BNK,270.0,,10251013.33
21/10/2024,21/10/2024,Transfer Bank to Wallet  MVOLA WALLET FT24295B8Z6L\BNK   Mvola Bank to Wallet,270000.0,,9981013.33
21/10/2024,21/10/2024,Transfer Wallet to Bank Mvola Wallet to FT24295VQV68\BNK,30000.0,,10011013.33
21/10/2024,21/10/2024,Retrait en especes  LUI MEME TT24295P3CMW\BNK,10000000.0,,11013.33
31/10/2024,01/11/2024,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20241031,2000.0,,9013.33
