Date,Date de valeur,Description,Débit,Crédit,Solde
02/09/2024,02/09/2024,Transfer Bank to Wallet  MVOLA WALLET FT24246943C3\BNK   Mvola Bank to Wallet,20000.0,,87657.76
04/09/2024,04/09/2024,Retrait sur GAB confrere  638520 FT242489G1WG\BNK  SGMADA Mahazo,10000.0,,77657.76
09/09/2024,09/09/2024,Retrait sur GAB confrere  714130 FT24253KKQ47\BNK  SGMADA Mahazo,50000.0,,27657.76
09/09/2024,09/09/2024,Retrait sur GAB confrere  REV FT24253V8VHR\BNK   714580 SGMADA Mahazo,50000.0,,77657.76
10/09/2024,10/09/2024,Transfer Wallet to Bank Mvola Wallet to FT242549L721\BNK,300000.0,,377657.76
11/09/2024,09/09/2024,Frais de virement FT24254K846J\BNK,5000.0,,372657.76
11/09/2024,09/09/2024,TVA FT24254K846J\BNK,1000.0,,371657.76
11/09/2024,09/09/2024,Prelevement automatic -DR DD INTERMEDIATARY FT24254K846J\BNK   TELMA S.A F2409991252,,249000.0,122657.76
16/09/2024,16/09/2024,Retrait sur GAB confrere  631480 FT242604QT6Z\BNK  SGMADA Mahazo,30000.0,,92657.76
17/09/2024,17/09/2024,Transfer Bank to Wallet  MVOLA WALLET FT24261RN5T9\BNK   Mvola Bank to Wallet,2000.0,,90657.76
17/09/2024,17/09/2024,Retrait sur GAB confrere  668990 FT24261B7S0J\BNK  SGMADA Mahazo,20000.0,,70657.76
19/09/2024,19/09/2024,DB vente carte etrangere  247260 FT242639BFYR\BNK  WWW CONTABO COM,65232.96,,5424.8
20/09/2024,20/09/2024,Virement recus Banque Confrere  RIAKE FT24264HJX88\BNK   Inscirkle,,600000.0,605424.8
20/09/2024,20/09/2024,Retrait sur GAB confrere  706920 FT2426474P1J\BNK  SGMADA Agence MAHAZO-An,50000.0,,555424.8
20/09/2024,20/09/2024,Frais de virement FT24264W7KLR\BNK,1275.0,,554149.8
20/09/2024,20/09/2024,TVA FT24264W7KLR\BNK,255.0,,553894.8
20/09/2024,20/09/2024,Transfer Bank to Wallet  MVOLA WALLET FT24264W7KLR\BNK   Mvola Bank to Wallet,255000.0,,298894.8
30/09/2024,01/10/2024,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20240930,2000.0,,296894.8
30/09/2024,01/10/2024,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20240930,10000.0,,286894.8
